target_id	length	eff_length	est_counts	tpm
ApoEc1_19100trans	390	239.269	3.22726	2.48124
ApoEc1_19228trans	321	173.562	0.587771	0.62298
ApoEc1_19229trans	720	2811.52	29.2538	1.9141
ApoEc1_19231trans	303	742.907	1.08018	0.267475
ApoEc1_19336trans	1020	2016.3	9.26446	0.845253
ApoEc1_19337trans	369	510.463	0	0
ApoEc1_19338trans	354	962.026	28.7955	5.50631
ApoEc1_19411trans	450	298.369	17.1889	10.5978
ApoEc1_19432trans	297	684.854	2.26031	0.607144
ApoEc1_19433trans	336	864.776	53.4977	11.3803
ApoEc1_19638trans	402	1121.33	66	10.8276
ApoEc1_19748trans	399	1231.51	72.3358	10.8053
ApoEc1_20479trans	534	1685.02	4.88581	0.533401
ApoEc1_20482trans	348	848.525	5.48286	1.18868
ApoEc1_21169trans	357	1106.07	18.97	3.15504
ApoEc1_21921trans	336	891.058	1.07662	0.222269
ApoEc1_21923trans	429	1195.4	15.9315	2.45168
ApoEc1_21932trans	399	248.101	0	0
ApoEc1_21933trans	435	283.496	0	0
ApoEc1_21940trans	450	298.369	0	0
ApoEc1_21941trans	537	1726.33	0	0
ApoEc1_21942trans	303	157.004	0	0
ApoEc1_22156trans	450	1418.22	6.52052	0.845785
ApoEc1_22157trans	333	402.305	3.15638	1.4433
ApoEc1_22277trans	315	390.604	9.67414	4.55615
ApoEc1_22279trans	408	256.775	0	0
ApoEc1_22333trans	300	154.253	0	0
ApoEc1_22456trans	519	1672.24	0	0
ApoEc1_22948trans	1068	4182.67	0	0
ApoEc1_22951trans	1347	2717	328.542	22.2445
ApoEc1_22957trans	612	460.048	6.91241	2.76407
ApoEc1_23142trans	375	985.845	505	94.2334
ApoEc1_23501trans	309	162.481	1.82242	2.06333
ApoEc1_24213trans	735	2669.22	17.1532	1.18218
ApoEc1_24215trans	546	1922.99	5.58757	0.534525
ApoEc1_24223trans	333	403.98	11.9751	5.45306
ApoEc1_24224trans	354	472.186	0	0
ApoEc1_25755trans	309	162.481	0	0
ApoEc1_25952trans	366	215.96	0	0
ApoEc1_25955trans	351	1078.98	0	0
ApoEc1_26262trans	903	751.048	8.94644	2.19132
ApoEc1_26356trans	369	508.245	0	0
ApoEc1_26358trans	315	704.97	0	0
ApoEc1_26866trans	1575	3409.96	78.3137	4.22484
ApoEc1_27275trans	411	1230.77	0	0
ApoEc1_27315trans	357	207.512	0	0
ApoEc1_27495trans	342	842.52	8.38166	1.83009
ApoEc1_27909trans	300	154.253	0	0
ApoEc1_28148trans	540	1869.62	0	0
ApoEc1_28303trans	450	1476.98	0	0
ApoEc1_28759trans	342	193.243	0	0
ApoEc1_28784trans	387	236.372	0	0
ApoEc1_29449trans	312	384.814	1625.09	776.872
ApoEc1_29717trans	315	167.969	0	0
ApoEc1_29768trans	357	1030.33	13	2.32107
ApoEc1_30112trans	336	187.493	0	0
ApoEc1_30245trans	327	878.14	14.8305	3.1068
ApoEc1_30571trans	315	167.969	0	0
ApoEc1_30661trans	330	181.785	0	0
ApoEc1_30710trans	405	253.841	0	0
ApoEc1_31002trans	342	974.786	0	0
ApoEc1_31053trans	366	215.96	0	0
ApoEc1_31055trans	348	198.867	0	0
ApoEc1_31081trans	705	553.048	0	0
ApoEc1_31087trans	354	204.656	0	0
ApoEc1_31385trans	456	670.996	0	0
ApoEc1_31946trans	297	684.912	31	8.32625
ApoEc1_33097trans	300	154.253	0	0
ApoEc1_33163trans	555	1934.43	5.56701	0.52941
ApoEc1_33459trans	501	1762.43	2	0.208757
ApoEc2_483trans	432	280.496	0	0
ApoEc2_551trans	906	3851.13	36.7885	1.7573
ApoEc2_1991trans	372	1138.76	14.1997	2.29388
ApoEc2_2087trans	402	551.936	0	0
ApoEc2_2764trans	531	1698.14	0	0
ApoEc2_3194trans	741	589.048	60.812	18.9916
ApoEc2_3574trans	444	1487.15	2.27443	0.281345
ApoEc2_3575trans	300	154.253	0	0
ApoEc2_3674trans	720	1342.42	7.75338	1.06249
ApoEc2_3675trans	480	1611.49	0	0
ApoEc2_3679trans	300	719.789	1.66116	0.424549
ApoEc2_4073trans	732	580.048	0	0
ApoEc2_4074trans	1704	3804.64	4.15712	0.201003
ApoEc2_4402trans	444	1430.41	2.44996	0.31508
ApoEc2_4433trans	384	1104.29	0	0
ApoEc2_4434trans	384	233.413	36.2486	28.5686
ApoEc2_4636trans	339	851.763	6	1.29585
ApoEc2_5884trans	354	835.324	33.7027	7.42218
ApoEc2_6411trans	1581	6775.01	17.0552	0.463094
ApoEc2_7351trans	1224	5405.24	396.852	13.5063
ApoEc2_7353trans	894	3738.24	64.8891	3.19321
ApoEc2_7368trans	372	1029.26	1.46233	0.261362
ApoEc2_7370trans	420	1198.79	0.641924	0.0985056
ApoEc2_7465trans	471	1637.7	1.33115	0.149525
ApoEc2_7466trans	366	1063.66	2.57656	0.445616
ApoEc2_8118trans	1227	2584.95	93.0555	6.62235
ApoEc2_8202trans	849	3288.33	9.91859	0.554877
ApoEc2_8253trans	639	2210.91	3.77821	0.314368
ApoEc2_8254trans	711	2768.7	6.76511	0.449491
ApoEc2_9535trans	507	784.413	0	0
ApoEc2_9536trans	378	1007.16	0	0
ApoEc2_9688trans	399	1121.23	10.1817	1.67051
ApoEc2_9689trans	618	2092.2	39.8833	3.5068
ApoEc2_10139trans	354	204.656	0	0
ApoEc2_10140trans	324	898.241	8.5254	1.746
ApoEc2_10141trans	372	1095.35	8.81263	1.48004
ApoEc2_10236trans	2367	11548	23.3656	0.372213
ApoEc2_10238trans	2367	11579.8	1.5463	0.0245648
ApoEc2_12488trans	336	393.506	0	0
ApoEc2_13001trans	3300	14712.9	1364.59	17.0618
ApoEc2_13274trans	1257	5669.04	14.8815	0.482904
ApoEc2_13275trans	510	1849.51	0	0
ApoEc2_13276trans	861	3488.45	21.6441	1.14138
ApoEc2_13278trans	726	3091.29	77.4255	4.60751
ApoEc2_13834trans	630	2317.55	1.82902	0.145182
ApoEc2_14042trans	1425	6058.53	1.06741	0.0324106
ApoEc2_14043trans	1356	2804.25	48.6279	3.19
ApoEc2_15082trans	621	469.048	0	0
ApoEc2_15084trans	351	201.744	0.683934	0.623642
ApoEc2_15089trans	543	1911.97	0	0
ApoEc2_15090trans	1026	4430.55	152.74	6.34186
ApoEc2_15093trans	390	239.269	0	0
ApoEc2_15096trans	345	892.275	3.74471	0.772042
ApoEc2_15097trans	348	198.867	0	0
ApoEc2_15339trans	357	207.512	0	0
ApoEc2_15345trans	465	313.29	0	0
ApoEc2_15572trans	465	1746.45	524.587	55.2566
ApoEc2_15579trans	336	187.493	20.673	20.2834
ApoEc2_16240trans	1191	1039.05	0	0
ApoEc2_16307trans	870	2920.96	333	20.9721
ApoEc2_16567trans	1098	4566.13	0	0
ApoEc2_16940trans	360	1018.1	1	0.180689
ApoEc2_17824trans	684	532.048	0	0
ApoEc2_18215trans	318	170.79	8.47334	9.12672
ApoEc2_18478trans	387	560.727	3.67728	1.20642
ApoEc2_18482trans	330	413.78	1.7693	0.7866
ApoEc2_18564trans	966	3781.47	1276.89	62.1178
ApoEc2_18611trans	432	1352.6	6.09119	0.828425
ApoEc2_19484trans	306	788.357	0	0
ApoEc2_19485trans	321	173.562	3.99442	4.2337
ApoEc2_19487trans	333	913.137	6.6023	1.33009
ApoEc2_19488trans	315	167.969	0	0
ApoEc2_19761trans	402	1295.23	121.896	17.3127
ApoEc2_19868trans	651	2287.87	374	30.0721
ApoEc2_20286trans	390	239.269	0	0
ApoEc2_20635trans	582	2126.61	100.379	8.68319
ApoEc2_20890trans	345	195.987	0.194962	0.182997
ApoEc2_20933trans	528	1865.28	46.4161	4.5777
ApoEc2_20938trans	525	1734.24	20.2603	2.14911
ApoEc2_21067trans	567	1939.97	0	0
ApoEc2_21072trans	561	2071.73	0	0
ApoEc2_21074trans	975	3866.41	65.7127	3.12654
ApoEc2_21123trans	612	2111.97	172.277	15.0059
ApoEc2_22114trans	522	1841.63	14.0147	1.39992
ApoEc2_22117trans	540	2058.29	3.53179	0.315653
ApoEc2_22118trans	561	2110.52	70.9516	6.18435
ApoEc2_22125trans	321	923.543	0	0
ApoEc2_22127trans	330	181.785	3.02478	3.06097
ApoEc2_22129trans	318	839.464	11.416	2.50169
ApoEc2_22269trans	321	814.455	2.27688	0.514276
ApoEc2_22270trans	312	795.269	41.1585	9.52066
ApoEc2_22786trans	306	743.981	3	0.741791
ApoEc2_22787trans	978	3996.85	29	1.33476
ApoEc2_22807trans	330	181.785	0.160538	0.162459
ApoEc2_22863trans	423	1255.99	0.719069	0.105319
ApoEc2_23406trans	717	2693.71	0	0
ApoEc2_23847trans	624	2467.66	0	0
ApoEc2_23895trans	390	994.316	0	0
ApoEc2_24088trans	300	719.269	6	1.53455
ApoEc2_24496trans	321	851.584	2	0.432041
ApoEc2_24891trans	465	1512.87	8.98744	1.09284
ApoEc2_25285trans	423	271.616	0	0
ApoEc2_25384trans	537	385.082	0	0
ApoEc2_25409trans	768	2977.06	18.8538	1.16502
ApoEc2_25613trans	306	159.68	0	0
ApoEc2_26420trans	783	631.048	0	0
ApoEc2_26564trans	666	514.048	0	0
ApoEc2_28194trans	375	1128.91	7.84962	1.27912
ApoEc2_28240trans	636	2239.4	2.35202	0.193211
ApoEc2_29014trans	948	1898.39	5.71385	0.553689
ApoEc2_29293trans	462	1477.41	6.51159	0.81079
ApoEc2_29347trans	459	1477.83	46.9216	5.84077
ApoEc2_29608trans	390	1016.47	18	3.25761
ApoEc2_30123trans	621	469.048	0	0
ApoEc2_31809trans	402	250.928	3.01546	2.21069
ApoEc2_31844trans	570	418.048	0	0
ApoEc2_31885trans	552	400.082	1.65133	0.759287
ApoEc2_31991trans	639	487.048	0	0
ApoEc2_32518trans	1164	4553.6	0	0
ApoEc2_33250trans	570	1950.53	13.6135	1.28392
ApoEc2_33681trans	300	731.985	34.3793	8.64006
ApoEc2_33936trans	450	740.449	13.5389	3.36364
ApoEc2_34342trans	900	1747.17	0	0
ApoEc2_34711trans	903	3434.83	5.41198	0.28985
ApoEc2_35012trans	306	725.471	1	0.253573
ApoEc2_35015trans	597	2112.72	1	0.0870726
ApoEc2_35239trans	657	2425.49	1	0.0758443
ApoEc2_35679trans	426	1258.27	4	0.584801
ApoEc2_35862trans	645	2363.07	0	0
ApoEc2_36285trans	744	2552.78	17.5504	1.26473
ApoEc2_36774trans	534	382.082	0	0
ApoEc2_37123trans	348	198.867	0	0
ApoEc2_37518trans	801	3310.07	0	0
ApoEc2_37572trans	330	817.582	4.09913	0.922323
ApoEc2_37888trans	501	1621.29	8.00977	0.908829
ApoEc2_38515trans	981	1951.08	298.092	28.106
ApoEc2_39023trans	726	2721.18	0	0
ApoEc2_39033trans	639	2508.4	0	0
ApoEc2_39430trans	576	2019.17	19.6211	1.78761
ApoEc2_40490trans	408	256.775	0	0
ApoEc2_40529trans	540	1902.26	0	0
ApoEc2_40792trans	384	530.361	0.818449	0.283885
ApoEc2_40810trans	387	543.759	2.5206	0.852745
ApoEc2_41441trans	1179	5049.84	38.5959	1.406
ApoEc2_41447trans	309	780.785	6.44382	1.51822
ApoEc2_42264trans	612	460.048	1.72528	0.689888
ApoEc2_42698trans	393	1149.4	0	0
ApoEc2_42749trans	726	574.048	0	0
ApoEc2_43012trans	573	2100.83	1.52982	0.133959
ApoEc2_43040trans	924	772.048	0	0
ApoEc2_43357trans	426	1270.13	2.14005	0.309955
ApoEc2_43358trans	381	1085.34	4.91933	0.833801
ApoEc3_1096trans	573	421.048	0	0
ApoEc3_1097trans	522	1698.63	1.31981	0.142934
ApoEc3_1272trans	351	201.744	0	0
ApoEc3_1445trans	402	250.928	0	0
ApoEc3_2115trans	354	894.031	125	25.7205
ApoEc3_2130trans	552	1988.18	1	0.0925266
ApoEc3_2841trans	678	526.048	0.584494	0.204398
ApoEc3_2966trans	534	1877.41	47.2385	4.62871
ApoEc3_2968trans	423	271.616	0	0
ApoEc3_3027trans	546	1779.68	57	5.8919
ApoEc3_3134trans	768	2816.99	0	0
ApoEc3_3229trans	630	478.048	0	0
ApoEc3_3426trans	393	1294.79	3.94994	0.561196
ApoEc3_3427trans	393	1294.77	4.61677	0.655945
ApoEc3_4000trans	750	1431.25	1.42445	0.183085
ApoEc3_4016trans	966	1942.65	1275.36	120.77
ApoEc3_4452trans	375	1061.02	2	0.34676
ApoEc3_4453trans	387	236.372	0	0
ApoEc3_4519trans	501	1776.6	3.54559	0.367132
ApoEc3_4542trans	1170	4917.79	35.3769	1.32334
ApoEc3_4543trans	570	1922.73	41	3.92273
ApoEc3_4832trans	327	178.959	0	0
ApoEc3_4833trans	423	271.616	0	0
ApoEc3_4877trans	300	154.253	1.04592	1.24735
ApoEc3_5022trans	309	782.058	51	11.9965
ApoEc3_5145trans	891	3497.33	0	0
ApoEc3_5146trans	1392	6167.82	0	0
ApoEc3_5582trans	516	364.082	3.11515	1.57399
ApoEc3_5583trans	684	532.048	16.7315	5.78504
ApoEc3_5759trans	372	1006.21	2	0.36565
ApoEc3_6125trans	330	843.444	1.34341	0.293004
ApoEc3_6199trans	477	1693.81	5.88363	0.639004
ApoEc3_6201trans	405	253.841	0	0
ApoEc3_6529trans	603	2245.73	1.6056	0.131523
ApoEc3_6950trans	402	1122.11	9.91175	1.62494
ApoEc3_6951trans	468	1378.06	15.0883	2.01416
ApoEc3_7199trans	705	2583.31	3.15319	0.224541
ApoEc3_7200trans	705	2632.65	1.05006	0.073374
ApoEc3_7362trans	417	265.639	0	0
ApoEc3_7364trans	300	154.253	0	0
ApoEc3_7570trans	474	1635.41	15.4614	1.73918
ApoEc3_7572trans	420	1352.15	184.734	25.133
ApoEc3_8394trans	414	1486.7	5.05504	0.625494
ApoEc3_8548trans	582	2239.34	6.65551	0.546743
ApoEc3_9013trans	858	3501.43	3.37126	0.177121
ApoEc3_10016trans	372	1053.9	7.09052	1.23766
ApoEc3_10095trans	408	256.775	0	0
ApoEc3_10096trans	540	1936.25	0	0
ApoEc3_10120trans	339	1028.72	3.49165	0.624389
ApoEc3_10121trans	309	162.481	0	0
ApoEc3_10749trans	549	397.082	0	0
ApoEc3_11183trans	564	2199.71	2.50868	0.209799
ApoEc3_11585trans	552	2065.19	12.5268	1.11585
ApoEc3_11586trans	378	1128.35	4.37972	0.714043
ApoEc3_11587trans	414	262.685	0	0
ApoEc3_11588trans	381	1237.05	1.35673	0.201757
ApoEc3_11589trans	477	325.262	0.64327	0.363817
ApoEc3_11881trans	2004	4496.75	0	0
ApoEc3_13980trans	345	1017.12	1.16454	0.210621
ApoEc3_14402trans	894	3363.2	46.3052	2.53279
ApoEc3_14690trans	684	1236.48	1.09704	0.163213
ApoEc3_14859trans	606	1033.57	10.1398	1.80473
ApoEc3_15178trans	669	2535.35	73.5019	5.33314
ApoEc3_15187trans	477	683.051	19.5843	5.27445
ApoEc3_15375trans	456	673.597	1.53026	0.417915
ApoEc3_15424trans	579	2102.91	53.6609	4.69417
ApoEc3_15426trans	615	2223.39	6.35757	0.526014
ApoEc3_15769trans	732	2698.09	10.752	0.733089
ApoEc3_15770trans	468	1507.83	8.04264	0.981227
ApoEc3_16800trans	702	550.048	0	0
ApoEc3_16801trans	1131	4506.66	1.69563	0.0692149
ApoEc3_16934trans	447	1274.09	13.8847	2.00475
ApoEc3_17155trans	1821	3915.89	36.6026	1.71951
ApoEc3_17361trans	1872	1720.05	9.62008	1.02887
ApoEc3_17367trans	372	933.56	0	0
ApoEc3_17368trans	306	159.68	0	0
ApoEc3_18813trans	921	3835.91	2.84948	0.136653
ApoEc3_19601trans	357	207.512	0	0
ApoEc3_19602trans	789	1628.25	18.8264	2.127
ApoEc3_19603trans	336	187.493	0	0
ApoEc3_19605trans	402	1211.57	3.51417	0.533576
ApoEc3_19608trans	591	2198.82	5.11865	0.428241
ApoEc3_19609trans	306	745.98	16.1763	3.98909
ApoEc3_20015trans	321	781.305	22.8014	5.36864
ApoEc3_20021trans	372	1010.63	315.385	57.4078
ApoEc3_20129trans	330	412.794	7.30867	3.25707
ApoEc3_20141trans	876	1674.62	4.45557	0.489451
ApoEc3_20443trans	549	1935.79	2	0.190061
ApoEc3_21005trans	522	370.082	4.14492	2.06034
ApoEc3_21537trans	669	2514.91	4.54644	0.332561
ApoEc3_21596trans	2121	9142.37	27.6379	0.556121
ApoEc3_21597trans	882	730.048	6.80768	1.71542
ApoEc3_21653trans	984	832.048	2	0.442185
ApoEc3_21655trans	561	1974.36	0	0
ApoEc3_21662trans	321	173.562	0	0
ApoEc3_21664trans	618	466.048	0	0
ApoEc3_21666trans	363	213.091	0	0
ApoEc3_21953trans	492	1625.96	134.09	15.1708
ApoEc3_22074trans	330	707.001	2532	658.818
ApoEc3_22090trans	1098	4436.92	2.75372	0.114172
ApoEc3_22106trans	2211	10201.1	45.6075	0.822453
ApoEc3_22200trans	315	669.747	2.41835	0.664249
ApoEc3_22661trans	390	1137.49	6	0.970344
ApoEc3_22798trans	330	778.196	2.84089	0.671564
ApoEc3_22799trans	300	619.922	356.442	105.773
ApoEc3_23252trans	300	747.571	128	31.4978
ApoEc3_23279trans	381	1109.63	29.4535	4.88294
ApoEc3_23282trans	888	3518.75	131.059	6.85173
ApoEc3_23669trans	327	178.959	0.44701	0.4595
ApoEc3_23670trans	324	176.193	0	0
ApoEc3_24187trans	1050	4248.54	14.4515	0.625741
ApoEc3_24194trans	534	1639.3	0	0
ApoEc3_24304trans	1632	1480.05	3.7187	0.462208
ApoEc3_25525trans	336	187.493	0	0
ApoEc3_25526trans	330	181.785	0	0
ApoEc3_25990trans	477	1458.28	16.7274	2.11013
ApoEc3_26006trans	324	767.198	9.10638	2.18354
ApoEc3_26135trans	351	1028.87	254	45.4146
ApoEc3_26191trans	582	2299.69	293.143	23.4494
ApoEc3_26528trans	561	2126.34	16.5809	1.43449
ApoEc3_26529trans	441	1475.46	0	0
ApoEc3_27062trans	570	418.048	0	0
ApoEc3_27064trans	315	167.969	0	0
ApoEc3_27070trans	600	2089.62	38.2052	3.36338
ApoEc3_27072trans	915	3731.85	142.844	7.04143
ApoEc3_27073trans	345	903.874	80.3999	16.3633
ApoEc3_27075trans	864	3591.31	97.3112	4.98461
ApoEc3_27251trans	459	1430.42	799.624	102.836
ApoEc3_27415trans	432	1118.92	10	1.64408
ApoEc3_27826trans	375	514.868	6	2.14377
ApoEc3_27828trans	744	2787.56	19.7154	1.30108
ApoEc3_27830trans	657	2548.17	14.7459	1.06455
ApoEc3_27838trans	531	922.805	0	0
ApoEc3_27975trans	915	3715.62	9.33432	0.46214
ApoEc3_27980trans	1743	8207.63	23.8323	0.534159
ApoEc3_28887trans	1197	5511.23	0	0
ApoEc3_29170trans	399	1195.81	7.52656	1.15786
ApoEc3_29318trans	489	1385.95	18.4436	2.44805
ApoEc3_30178trans	405	1256.01	7.61279	1.115
ApoEc3_30633trans	1059	4222.38	702.005	30.5848
ApoEc3_31100trans	312	704.17	605.646	158.221
ApoEc3_31398trans	3615	16973.6	287.721	3.11831
ApoEc3_31401trans	969	3924.89	0	0
ApoEc3_31402trans	969	1956.32	114.464	10.7635
ApoEc3_31489trans	714	2684.93	55	3.76836
ApoEc3_34805trans	1152	4760.61	0	0
ApoEc3_34812trans	8040	39160.5	648.162	3.04479
ApoEc3_34814trans	6129	29878.7	1756.9	10.817
ApoEc3_34820trans	465	313.29	0	0
ApoEc3_35160trans	1596	7421.93	438	10.8562
ApoEc3_35618trans	459	307.343	1.81892	1.08871
ApoEc3_35620trans	330	877.766	9.05996	1.89876
ApoEc3_35622trans	411	1338.94	2.35847	0.324035
ApoEc3_35625trans	357	947.149	0	0
ApoEc3_35938trans	735	2802.47	9.66315	0.634307
ApoEc3_36023trans	312	770.469	4.67357	1.11588
ApoEc3_36138trans	336	187.493	0	0
ApoEc3_36390trans	450	298.369	0	0
ApoEc3_36391trans	450	298.369	0	0
ApoEc3_36492trans	561	2017.86	2.69336	0.245542
ApoEc3_36570trans	417	1254.79	2.39665	0.351362
ApoEc3_36971trans	405	253.841	0	0
ApoEc3_37294trans	438	1422.89	14.8473	1.91954
ApoEc3_37339trans	666	514.048	0	0
ApoEc3_37915trans	618	2328.52	55.4226	4.37854
ApoEc3_38247trans	384	1147.66	39.2978	6.29909
ApoEc3_38603trans	480	328.233	0	0
ApoEc3_38629trans	456	304.343	0	0
ApoEc3_38676trans	366	215.96	0	0
ApoEc3_38740trans	366	173.942	87207	92229.4
ApoEc3_38770trans	345	195.987	0	0
ApoEc3_39142trans	633	2313.16	0	0
ApoEc3_39154trans	315	751.5	1	0.24479
ApoEc3_39341trans	426	657.083	0	0
ApoEc3_39701trans	606	2050.55	11	0.986834
ApoEc3_40010trans	558	406.048	0	0
ApoEc3_40590trans	564	1888.31	0	0
ApoEc3_40591trans	333	184.64	0	0
ApoEc3_40623trans	321	173.562	0	0
ApoEc3_40684trans	519	367.082	0	0
ApoEc3_40845trans	339	725.346	20.9682	5.31788
ApoEc3_40937trans	300	154.253	0	0
ApoEc3_40988trans	324	176.193	0	0
ApoEc3_41562trans	600	2136.45	2.20502	0.189863
ApoEc3_41734trans	417	265.639	0	0
ApoEc3_42411trans	525	1875.97	10.713	1.05053
ApoEc3_42617trans	447	295.395	0	0
ApoEc3_42679trans	495	343.175	0	0
ApoEc3_42919trans	315	167.969	0	0
ApoEc3_43230trans	336	962.034	4.44	0.849014
ApoEc3_43487trans	576	1878.63	25.1776	2.46545
ApoEc3_43631trans	354	204.656	0	0
ApoEc3_43645trans	768	2952.07	3.6242	0.225844
ApoEc3_43670trans	309	898.863	64.4287	13.1859
ApoEc3_43717trans	531	379.082	0	0
ApoEc3_43718trans	375	224.692	0	0
ApoEc3_44116trans	1035	4205.36	563.311	24.6415
ApoEc3_44310trans	402	1120.46	0	0
ApoEc3_44811trans	507	1809.84	3	0.304933
ApoEc3_45094trans	1047	4171.85	2.08436	0.0919106
ApoEc3_45473trans	531	1707.01	11	1.18543
ApoEc3_45547trans	1317	5459.93	843.508	28.42
ApoEc3_45558trans	366	215.96	0	0
ApoEc3_45560trans	657	2369.17	7	0.54353
ApoEc3_47015trans	297	151.594	0	0
ApoEc3_47107trans	528	376.082	0	0
ApoEc3_47177trans	669	2382.02	0	0
ApoEc3_47324trans	315	852.242	3	0.647561
ApoEc3_47398trans	309	162.481	0	0
ApoEc3_47614trans	306	159.68	0	0
ApoEc3_48059trans	504	352.175	0	0
ApoEc3_48656trans	564	1936.69	3	0.284959
ApoEc3_48922trans	381	1133.48	1.24339	0.201798
ApoEc3_49310trans	873	3583.43	11.1903	0.574467
ApoEc3_49395trans	1182	4978.32	0	0
ApoEc3_49693trans	429	277.592	0	0
ApoEc3_50127trans	729	2850.79	10.8527	0.70032
ApoEc3_50188trans	531	1814.62	257.042	26.058
ApoEc3_50236trans	555	1873.68	14.7044	1.44369
ApoEc3_50280trans	603	2279.16	6.40878	0.517277
ApoEc3_50655trans	486	334.205	0	0
ApoEc3_50656trans	333	184.64	0	0
ApoEc3_50657trans	348	411.445	0.869471	0.388745
ApoEc4_135trans	1851	7845.69	0	0
ApoEc4_136trans	1152	2260.12	0.9383	0.0763717
ApoEc4_159trans	540	388.082	0	0
ApoEc4_214trans	1320	2858.4	0	0
ApoEc4_279trans	534	1797.37	0	0
ApoEc4_281trans	948	3892.98	0	0
ApoEc4_452trans	558	406.048	0	0
ApoEc4_453trans	369	218.828	0	0
ApoEc4_547trans	441	1394.35	0	0
ApoEc4_551trans	378	227.593	0	0
ApoEc4_553trans	357	207.512	0	0
ApoEc4_1082trans	354	965.907	2.49616	0.475401
ApoEc4_2214trans	423	1377.6	7.36823	0.983925
ApoEc4_2675trans	546	948.463	1.99957	0.387828
ApoEc4_2838trans	903	3684.88	29.7453	1.48497
ApoEc4_2929trans	369	1029.57	86	15.3662
ApoEc4_3044trans	423	271.616	0	0
ApoEc4_3045trans	333	861.981	0	0
ApoEc4_3046trans	303	157.004	0	0
ApoEc4_3047trans	387	569.084	2.15738	0.697386
ApoEc4_3313trans	1287	5420.95	2.79654	0.0949005
ApoEc4_3345trans	492	1620.94	55	6.24191
ApoEc4_3473trans	549	1865.31	2	0.197243
ApoEc4_3664trans	309	828.123	16	3.55425
ApoEc4_4220trans	1302	5414.12	1.68484	0.0572471
ApoEc4_4427trans	399	1202.22	11.1031	1.69896
